tag_id	tag_applied	tag_recapture	year	month	day	hour	minute	width_est	tl_cm	sex	width_cm	comment
SKT3651	Y	N	2015	8	10	6	25	N	33.0	M	20.0	
SKT3436	Y	N	2015	8	10	6	25	N	39.0	M	21.0	
SKT3464	Y	N	2015	8	10	6	25	N	35.0	M	21.0	
SKT3601	Y	N	2015	8	10	6	25	N	35.0	M	21.0	error
SKT3676	Y	N	2015	8	10	6	25	N	34.0	M	21.0	
SKT3679	Y	N	2015	8	10	6	25	N	35.0	M	21.0	
SKT3463	Y	N	2015	8	10	6	25	N	37.0	M	21.5	
SKT3672	Y	N	2015	8	10	6	25	N	38.0	M	21.5	
SKT3634	Y	N	2015	8	10	6	25	N	39.0	M	22.0	
SKT3428	Y	N	2015	8	10	6	25	N	38.5	M	22.5	
SKT3438	Y	N	2015	8	10	6	25	N	35.0	M	23.0	
SKT3636	Y	N	2015	8	10	6	25	N	38.5	M	23.0	
SKT3421	Y	N	2015	8	10	6	25	N	42.0	M	24.0	
SKT3463	Y	N	2015	8	10	6	25	N	46.0	M	24.0	
SKT3609	Y	N	2015	8	10	6	25	N	44.0	M	24.0	
SKT3698	Y	N	2015	8	10	6	25	N	38.5	M	24.0	
SKT3699	Y	N	2015	8	10	6	25	N	42.0	M	24.0	
SKT3460	Y	N	2015	8	10	6	25	N	39.0	M	24.5	
SKT3481	Y	N	2015	8	10	6	25	N	42.0	M	24.5	
SKT3499	Y	N	2015	8	10	6	25	N	41.0	M	24.5	
SKT3500	Y	N	2015	8	10	6	25	N	39.5	M	24.5	
SKT3480	Y	N	2015	8	10	6	25	N	43.0	M	25.0	
SKT3491	Y	N	2015	8	10	6	25	N	42.0	M	25.0	
SKT3632	Y	N	2015	8	10	6	25	N	42.0	M	25.0	
SKT3669	Y	N	2015	8	10	6	25	N	44.5	M	25.0	
SKT3700	Y	N	2015	8	10	6	25	N	41.0	M	25.0	
SKT3454	Y	N	2015	8	10	6	25	N	44.0	M	26.0	
SKT3498	Y	N	2015	8	10	6	25	N	44.0	M	26.0	
SKT3670	Y	N	2015	8	10	6	25	N	41.0	M	26.0	
SKT3683	Y	N	2015	8	10	6	25	N	47.0	M	26.0	
SKT3432	Y	N	2015	8	10	6	25	N	44.0	M	26.5	
SKT3461	Y	N	2015	8	10	6	25	N	47.5	M	26.5	
SKT3475	Y	N	2015	8	10	6	25	N	44.5	M	26.5	
SKT3695	Y	N	2015	8	10	6	25	N	46.0	M	26.5	
SKT3411	Y	N	2015	8	10	6	25	N	45.5	M	27.0	
SKT3496	Y	N	2015	8	10	6	25	N	46.0	M	27.0	
SKT3625	Y	N	2015	8	10	6	25	N	48.0	M	27.0	
SKT3414	Y	N	2015	8	10	6	25	N	45.0	M	27.5	
SKT3472	Y	N	2015	8	10	6	25	N	44.0	M	27.5	
SKT3635	Y	N	2015	8	10	6	25	N	47.0	M	27.5	error
SKT3639	Y	N	2015	8	10	6	25	N	42.0	M	27.5	
SKT3456	Y	N	2015	8	10	6	25	N	47.0	M	28.0	
SKT3458	Y	N	2015	8	10	6	25	N	49.0	M	28.0	
SKT3608	Y	N	2015	8	10	6	25	N	44.0	M	28.0	
SKT3623	Y	N	2015	8	10	6	25	N	47.5	M	28.0	
SKT3624	Y	N	2015	8	10	6	25	N	46.0	M	28.0	
SKT3654	Y	N	2015	8	10	6	25	N	45.0	M	28.0	
SKT3657	Y	N	2015	8	10	6	25	N	47.0	M	28.0	
SKT3696	Y	N	2015	8	10	6	25	N	47.0	M	28.0	
SKT3495	Y	N	2015	8	10	6	25	N	47.0	M	28.5	
SKT3497	Y	N	2015	8	10	6	25	N	46.0	M	28.5	
SKT3603	Y	N	2015	8	10	6	25	N	49.0	M	28.5	
SKT3605	Y	N	2015	8	10	6	25	N	53.0	M	30.0	
SKT3626	Y	N	2015	8	10	6	25	N	47.0	M	31.0	
SKT3628	Y	N	2015	8	10	6	25	N	53.5	M	34.0	
SKT3474	Y	N	2015	8	10	6	25	N	55.0	M	35.5	
SKT3469	Y	N	2015	8	10	6	25	N	59.5	M	37.5	
SKT3686	Y	N	2015	8	10	6	25	Y	29.0	M	15.0	
SKT3444	Y	N	2015	8	10	6	25	Y	31.5	M	20.0	
SKT3484	Y	N	2015	8	10	6	25	Y	35.0	M	20.0	
SKT3449	Y	N	2015	8	10	6	25	Y	34.0	M	20.0	
SKT3659	Y	N	2015	8	10	6	25	Y	34.0	M	20.0	
SKT3483	Y	N	2015	8	10	6	25	Y	34.0	M	20.0	
SKT3485	Y	N	2015	8	10	6	25	Y	37.0	M	20.0	
SKT3482	Y	N	2015	8	10	6	25	Y	36.0	M	15.0	
SKT3650	Y	N	2015	8	10	6	25	Y	36.0	M	15.0	
SKT3439	Y	N	2015	8	10	6	25	Y	37.0	M	20.0	error
SKT3614	Y	N	2015	8	10	6	25	Y	37.0	M	20.0	
SKT3640	Y	N	2015	8	10	6	25	Y	40.5	M	20.0	
SKT3658	Y	N	2015	8	10	6	25	Y	40.0	M	20.0	
SKT3662	Y	N	2015	8	10	6	25	Y	38.0	M	20.0	
SKT3643	Y	N	2015	8	10	6	25	Y	41.0	M	20.0	
SKT3684	Y	N	2015	8	10	6	25	Y	39.5	M	20.0	
SKT3693	Y	N	2015	8	10	6	25	Y	43.0	M	25.0	
SKT3442	Y	N	2015	8	10	6	25	Y	46.0	M	25.0	
SKT3687	Y	N	2015	8	10	6	25	Y	45.0	M	25.0	
SKT3402	Y	N	2015	8	10	6	25	Y	49.5	M	25.0	
SKT3612	Y	N	2015	8	10	6	25	Y	48.0	M	25.0	
SKT3613	Y	N	2015	8	10	6	25	Y	49.0	M	25.0	
SKT3668	Y	N	2015	8	10	6	25	Y	48.0	M	25.0	
SKT3450	Y	N	2015	8	10	6	25	Y	46.0	M	30.0	
SKT3489	Y	N	2015	8	10	6	25	Y	45.0	M	30.0	
SKT3611	Y	N	2015	8	10	6	25	Y	45.0	M	30.0	
SKT3620	Y	N	2015	8	10	6	25	Y	48.0	M	30.0	
SKT3642	Y	N	2015	8	10	6	25	Y	48.0	M	30.0	
SKT3666	Y	N	2015	8	10	6	25	Y	47.5	M	30.0	
SKT3692	Y	N	2015	8	10	6	25	Y	49.0	M	30.0	
SKT3409	Y	N	2015	8	10	6	25	Y	49.5	M	30.0	error
SKT3647	Y	N	2015	8	10	6	25	Y	52.5	M	30.0	
SKT2899	Y	N	2015	8	10	7	0	N	33.0	M	20.0	
SKT2873	Y	N	2015	8	10	7	0	N	40.0	M	23.0	
SKT2875	Y	N	2015	8	10	7	0	N	44.5	M	25.0	
SKT2900	Y	N	2015	8	10	7	0	N	46.0	M	27.0	
SKT2853	Y	N	2015	8	10	7	0	Y	27.0	M	10.0	
SKT2871	Y	N	2015	8	10	7	0	Y	30.0	M	15.0	
SKT2861	Y	N	2015	8	10	7	0	Y	30.5	M	20.0	
SKT2844	Y	N	2015	8	10	7	0	Y	35.0	M	20.0	
SKT2864	Y	N	2015	8	10	7	0	Y	38.0	M	20.0	
SKT2813	Y	N	2015	8	10	7	0	Y	42.0	M	20.0	
SKT2869	Y	N	2015	8	10	7	0	Y	41.0	M	20.0	
SKT2870	Y	N	2015	8	10	7	0	Y	40.0	M	20.0	
SKT2843	Y	N	2015	8	10	7	0	Y	39.5	M	25.0	
SKT2855	Y	N	2015	8	10	7	0	Y	41.0	M	25.0	
SKT2852	Y	N	2015	8	10	7	0	Y	43.0	M	25.0	
SKT2857	Y	N	2015	8	10	7	0	Y	38.0	M	25.0	
SKT2860	Y	N	2015	8	10	7	0	Y	42.5	M	25.0	
SKT2847	Y	N	2015	8	10	7	0	Y	46.0	M	25.0	
SKT2833	Y	N	2015	8	10	7	0	Y	45.0	M	30.0	
SKT2854	Y	N	2015	8	10	7	0	Y	46.5	M	30.0	
SKT2859	Y	N	2015	8	10	7	0	Y	46.0	M	30.0	
SKT2851	Y	N	2015	8	10	7	0	Y	38.0	M	30.0	
SKT3855	Y	N	2015	8	10	11	30	N	32.5	M	19.0	
SKT3857	Y	N	2015	8	10	11	30	N	33.0	M	20.0	
SKT3892	Y	N	2015	8	10	11	30	N	37.0	M	23.0	
SKT3846	Y	N	2015	8	10	11	30	N	39.0	M	23.5	
SKT3896	Y	N	2015	8	10	11	30	N	38.5	M	24.0	
SKT3890	Y	N	2015	8	10	11	30	N	42.0	M	24.5	
SKT3893	Y	N	2015	8	10	11	30	N	42.0	M	24.5	
SKT3891	Y	N	2015	8	10	11	30	N	43.5	M	26.0	
SKT3848	Y	N	2015	8	10	11	30	N	45.0	M	26.5	
SKT3856	Y	N	2015	8	10	11	30	N	45.5	M	26.5	error
SKT3897	Y	N	2015	8	10	11	30	N	45.0	M	27.0	
SKT3898	Y	N	2015	8	10	11	30	N	47.0	M	27.5	
SKT3851	Y	N	2015	8	10	11	30	N	46.0	M	29.5	
SKT3886	Y	N	2015	8	10	11	30	N	72.0	M	47.5	
SKT3811	Y	N	2015	8	10	11	30	Y	30.0	M	10.0	
SKT3819	Y	N	2015	8	10	11	30	Y	29.0	M	10.0	
SKT3875	Y	N	2015	8	10	11	30	Y	26.0	M	15.0	
SKT3880	Y	N	2015	8	10	11	30	Y	28.0	M	15.0	
SKT3850	Y	N	2015	8	10	11	30	Y	27.0	F	20.0	
SKT3884	Y	N	2015	8	10	11	30	Y	27.0	F	15.0	
SKT3871	Y	N	2015	8	10	11	30	Y	29.0	F	20.0	
SKT3823	Y	N	2015	8	10	11	30	Y	32.0	M	20.0	
SKT3825	Y	N	2015	8	10	11	30	Y	32.0	F	20.0	
SKT3831	Y	N	2015	8	10	11	30	Y	32.0	F	20.0	
SKT3806	Y	N	2015	8	10	11	30	Y	34.0	M	20.0	
SKT3808	Y	N	2015	8	10	11	30	Y	31.0	M	20.0	
SKT3841	Y	N	2015	8	10	11	30	Y	34.0	M	25	
SKT3822	Y	N	2015	8	10	11	30	Y	36.0	F	20.0	
SKT3835	Y	N	2015	8	10	11	30	Y	34.0	F	20.0	
SKT3853	Y	N	2015	8	10	11	30	Y	35.5	F	20.0	
SKT3834	Y	N	2015	8	10	11	30	Y	31.0	M	20.0	
SKT3895	Y	N	2015	8	10	11	30	Y	36.5	F	20.0	
SKT3865	Y	N	2015	8	10	11	30	Y	35.0	M	20.0	
SKT3824	Y	N	2015	8	10	11	30	Y	36.0	F	20.0	
SKT3867	Y	N	2015	8	10	11	30	Y	36.0	F	20.0	
SKT3868	Y	N	2015	8	10	11	30	Y	36.0	F	20.0	
SKT3829	Y	N	2015	8	10	11	30	Y	36.0	M	20.0	
SKT3845	Y	N	2015	8	10	11	30	Y	33.0	M	20.0	
SKT3878	Y	N	2015	8	10	11	30	Y	33.5	M	20.0	
SKT3882	Y	N	2015	8	10	11	30	Y	37.0	M	20.0	
SKT3805	Y	N	2015	8	10	11	30	Y	37.0	M	20.0	
SKT3802	Y	N	2015	8	10	11	30	Y	39.0	F	20.0	
SKT3889	Y	N	2015	8	10	11	30	Y	38.0	F	20.0	
SKT3833	Y	N	2015	8	10	11	30	Y	35.0	M	20.0	
SKT3838	Y	N	2015	8	10	11	30	Y	37.0	M	20.0	
SKT3883	Y	N	2015	8	10	11	30	Y	39.0	M	20.0	
SKT3842	Y	N	2015	8	10	11	30	Y	38.0	F	20.0	
SKT3843	Y	N	2015	8	10	11	30	Y	37.0	M	20.0	
SKT3815	Y	N	2015	8	10	11	30	Y	39.0	F	20.0	
SKT3813	Y	N	2015	8	10	11	30	Y	42.0	F	20.0	
SKT3830	Y	N	2015	8	10	11	30	Y	40.5	F	20.0	
SKT3839	Y	N	2015	8	10	11	30	Y	41.0	F	20.0	
SKT3840	Y	N	2015	8	10	11	30	Y	38.0	F	20.0	
SKT3818	Y	N	2015	8	10	11	30	Y	40.0	F	20.0	
SKT3844	Y	N	2015	8	10	11	30	Y	41.0	F	20.0	
SKT3887	Y	N	2015	8	10	11	30	Y	38.0	F	20.0	
SKT3816	Y	N	2015	8	10	11	30	Y	43.0	M	20.0	
SKT3859	Y	N	2015	8	10	11	30	Y	37.5	M	20.0	
SKT3876	Y	N	2015	8	10	11	30	Y	41.0	M	20.0	
SKT3820	Y	N	2015	8	10	11	30	Y	44.5	F	25.0	
SKT3821	Y	N	2015	8	10	11	30	Y	43.5	F	25.0	
SKT3826	Y	N	2015	8	10	11	30	Y	41.5	F	25.0	
SKT3854	Y	N	2015	8	10	11	30	Y	41.5	F	25.0	
SKT3874	Y	N	2015	8	10	11	30	Y	40.0	F	25.0	
SKT3876	Y	N	2015	8	10	11	30	Y	43.0	F	25.0	
SKT3881	Y	N	2015	8	10	11	30	Y	41.0	F	25.0	
SKT3812	Y	N	2015	8	10	11	30	Y	40.5	M	25.0	error
SKT3814	Y	N	2015	8	10	11	30	Y	44.0	M	25.0	
SKT3837	Y	N	2015	8	10	11	30	Y	44.0	M	25.0	
SKT3862	Y	N	2015	8	10	11	30	Y	44.0	M	25.0	
SKT3803	Y	N	2015	8	10	11	30	Y	41.5	F	25.0	
SKT3807	Y	N	2015	8	10	11	30	Y	43.0	F	25.0	
SKT3832	Y	N	2015	8	10	11	30	Y	42.5	F	25.0	
SKT3852	Y	N	2015	8	10	11	30	Y	45.0	F	25.0	error
SKT3863	Y	N	2015	8	10	11	30	Y	45.0	F	25.0	
SKT3899	Y	N	2015	8	10	11	30	Y	45.0	M	25.0	
SKT3900	Y	N	2015	8	10	11	30	Y	37.0	M	25.0	
SKT3877	Y	N	2015	8	10	11	30	Y	49.0	M	25.0	
SKT3809	Y	N	2015	8	10	11	30	Y	42.5	M	30.0	
SKT3861	Y	N	2015	8	10	11	30	Y	47.5	M	30.0	
SKT3864	Y	N	2015	8	10	11	30	Y	44.0	M	30.0	
SKT3879	Y	N	2015	8	10	11	30	Y	46.0	M	30.0	
SKT3847	Y	N	2015	8	10	11	30	Y	42.0	F	30.0	
SKT3858	Y	N	2015	8	10	11	30	Y	48.0	M	30.0	
SKT3873	Y	N	2015	8	10	11	30	Y	46.5	M	30.0	
SKT3878	Y	N	2015	8	10	11	30	Y	43.5	M	30.0	
SKT3804	Y	N	2015	8	10	11	30	Y	46.0	M	30.0	
SKT3860	Y	N	2015	8	10	11	30	Y	49.0	M	30.0	
SKT3801	Y	N	2015	8	10	11	30	Y	47.0	F	30.0	
SKT3849	Y	N	2015	8	10	11	30	Y	49.0	F	30.0	
SKT3870	Y	N	2015	8	10	11	30	Y	44.5	F	30.0	
SKT3888	Y	N	2015	8	10	11	30	Y	48.0	F	30.0	
SKT3872	Y	N	2015	8	10	11	30	Y	47.0	M	30.0	
SKT3885	Y	N	2015	8	10	11	30	Y	51.0	M	30.0	
SKT3894	Y	N	2015	8	10	11	30	Y	56.6	F	35.0	
SKT3827	Y	N	2015	8	10	11	30	Y	55.0	M	35.0	
SKT3817	Y	N	2015	8	10	11	30	Y	58.0	F	35.0	
SKT3810	Y	N	2015	8	10	11	30	Y	60.0	F	40.0	
SKT3869	Y	N	2015	8	10	11	30	Y	61.0	M	40.0	
SKT3153	Y	N	2015	8	10	15	0	N	33.0	M	20.5	
SKT3171	Y	N	2015	8	10	15	0	N	43.0	M	26.0	
SKT3155	Y	N	2015	8	10	15	0	N	47.0	M	27.0	
SKT3172	Y	N	2015	8	10	15	0	N	47.0	M	28.0	
SKT3157	Y	N	2015	8	10	15	0	N	47.0	M	28.5	
SKT3169	Y	N	2015	8	10	15	0	N	53.0	M	37.0	
SKT3119	Y	N	2015	8	10	15	0	Y	29.0	M	15.0	
SKT3112	Y	N	2015	8	10	15	0	Y	35.0	M	20.0	
SKT3115	Y	N	2015	8	10	15	0	Y	38.0	M	20.0	
SKT3151	Y	N	2015	8	10	15	0	Y	37.0	M	20.0	
SKT3139	Y	N	2015	8	10	15	0	Y	36.5	M	20.0	
SKT3152	Y	N	2015	8	10	15	0	Y	40.0	M	20.0	
SKT3145	Y	N	2015	8	10	15	0	Y	40.0	M	20.0	
SKT3104	Y	N	2015	8	10	15	0	Y	42.0	M	25.0	
SKT3140	Y	N	2015	8	10	15	0	Y	44.0	M	25.0	
SKT3142	Y	N	2015	8	10	15	0	Y	45.5	M	25.0	
SKT3121	Y	N	2015	8	10	15	0	Y	45.5	M	30.0	
SKT3101	Y	N	2015	8	10	15	45	N	42.5	M	24.0	
SKT3188	Y	N	2015	8	10	23	45	N	35.0	M	19.0	
SKT3195	Y	N	2015	8	10	23	45	N	39.0	M	21.5	
SKT3190	Y	N	2015	8	10	23	45	N	42.0	M	23.0	
SKT3198	Y	N	2015	8	10	23	45	N	43.0	M	25.5	
SKT3179	Y	N	2015	8	10	23	45	Y	34.0	M	20.0	
SKT3192	Y	N	2015	8	10	23	45	Y	35.5	M	20.0	
SKT3186	Y	N	2015	8	10	23	45	Y	39.0	M	20.0	
SKT3194	Y	N	2015	8	10	23	45	Y	39.0	M	20.0	
SKT3177	Y	N	2015	8	10	23	45	Y	38.0	M	20.0	error
SKT3182	Y	N	2015	8	10	23	45	Y	42.0	M	25.0	
SKT3178	Y	N	2015	8	10	23	45	Y	41.5	M	25.0	
SKT3183	Y	N	2015	8	10	23	45	Y	45.0	M	25.0	
SKT3180	Y	N	2015	8	10	23	45	Y	45.0	M	30.0	
SKT3193	Y	N	2015	8	10	23	45	Y	46.5	M	30.0	
SKT3134	Y	N	2015	8	10	23	45	Y	48.0	M	30.0	
SKT1612	Y	N	2014	5	8	13	0	N	27.0	F	16.0	
SKT1609	Y	N	2014	5	8	13	0	N	28.0	F	16.5	
SKT1613	Y	N	2014	5	8	13	0	N	30.5	F	17.5	
SKT1611	Y	N	2014	5	8	13	0	Y	24.0	M	10.0	
SKT1608	Y	N	2014	5	8	13	0	Y	26.5	M	10.0	
SKT1618a	Y	N	2014	5	8	13	0	Y	33.0	M	20.0	
SKT2979	Y	N	2014	5	8	13	0	Y	69.0	F	40.0	
SKT0950	Y	N	2014	5	9	2	15	N	55.0	M	34.5	
SKT0949	Y	N	2014	5	11	16	0	N	38.0	M	22.0	
SKT0944	Y	N	2014	5	11	16	0	N	50.0	M	30.5	
SKT0945	Y	N	2014	5	11	16	0	N	50.0	M	32.0	
SKT0948	Y	N	2014	5	11	16	0	N	55.0	M	32.0	
SKT0947	Y	N	2014	5	11	16	0	N	66.0	M	36.5	
SKT0946	Y	N	2014	5	11	16	0	N	69.0	M	43.5	
SKT0943	Y	N	2014	5	11	16	0	Y	53.0	M	30.0	
SKT0940	Y	N	2014	5	11	16	0	Y	56.0	F	30.0	
SKT0942	Y	N	2014	5	11	16	0	Y	58.0	M	30.0	
SKT0941	Y	N	2014	5	11	16	0	Y	67.0	M	40.0	
SKT1142	Y	N	2014	5	12	4	0	N	31.0	F	19.5	
SKT0826	Y	N	2014	5	12	4	0	N	36.0	M	23.5	
SKT0934	Y	N	2014	5	12	4	0	N	37.0	M	23.5	
SKT0932	Y	N	2014	5	12	4	0	N	40.0	F	24.5	
SKT0219	N	Y	2014	5	12	4	0	N	41.5	F	25.0	
SKT0828	Y	N	2014	5	12	4	0	N	40.0	M	25.0	
SKT0931	Y	N	2014	5	12	4	0	N	41.0	M	26.0	
SKT0836	Y	N	2014	5	12	4	0	N	44.0	M	28.0	
SKT0896	Y	N	2014	5	12	4	0	N	47.0	M	28.0	
SKT0938	Y	N	2014	5	12	4	0	N	53.0	F	31.0	
SKT0829	Y	N	2014	5	12	4	0	N	51.0	F	32.0	
SKT0831	Y	N	2014	5	12	4	0	N	54.5	M	34.0	
SKT0877	Y	N	2014	5	12	4	0	N	54.0	M	34.0	
SKT0887	Y	N	2014	5	12	4	0	N	54.0	M	35.0	
SKT0839	Y	N	2014	5	12	4	0	N	58.5	M	36.0	
SKT0851	Y	N	2014	5	12	4	0	N	60.0	F	36.5	
SKT0899	Y	N	2014	5	12	4	0	N	51.0	F	37.0	
SKT0844	Y	N	2014	5	12	4	0	N	61.0	F	38.0	
SKT0930	Y	N	2014	5	12	4	0	N	65.0	F	38.0	
SKT0843	Y	N	2014	5	12	4	0	N	63.0	M	38.0	
SKT0929	Y	N	2014	5	12	4	0	N	62.0	M	38.0	
SKT0927	Y	N	2014	5	12	4	0	N	62.5	M	38.5	
SKT0830	Y	N	2014	5	12	4	0	N	64.5	F	39.0	
SKT0935	Y	N	2014	5	12	4	0	N	65.0	F	39.0	
SKT0928	Y	N	2014	5	12	4	0	N	65.0	M	39.0	
SKT0835	Y	N	2014	5	12	4	0	N	64.0	F	39.5	
SKT0852	Y	N	2014	5	12	4	0	N	64.0	F	40.0	
SKT0854	Y	N	2014	5	12	4	0	N	64.0	F	40.0	
SKT0897	Y	N	2014	5	12	4	0	N	66.0	F	40.0	
SKT0827	Y	N	2014	5	12	4	0	N	63.0	M	40.0	
SKT0832	Y	N	2014	5	12	4	0	N	61.0	M	40.0	
SKT0884	Y	N	2014	5	12	4	0	N	67.0	M	40.5	
SKT0833	Y	N	2014	5	12	4	0	N	65.0	M	41.5	
SKT0842	Y	N	2014	5	12	4	0	N	63.0	M	41.5	
SKT0837	Y	N	2014	5	12	4	0	N	66.0	M	42.0	
SKT0840	Y	N	2014	5	12	4	0	N	69.0	M	42.0	
SKT0875	Y	N	2014	5	12	4	0	N	65.0	M	42.0	
SKT0890	Y	N	2014	5	12	4	0	Y	36.0	F	20.0	
SKT0881	Y	N	2014	5	12	4	0	Y	41.5	F	25.0	
SKT0859	Y	N	2014	5	12	4	0	Y	44.0	M	30.0	
SKT0848	Y	N	2014	5	12	4	0	Y	65.0	M	30.0	
SKT0892	Y	N	2014	5	12	4	0	Y	64.0	F	40.0	
SKT0939	Y	N	2014	5	12	4	0	Y	63.5	M	40.0	
SKT0936	Y	N	2014	5	12	4	0	Y	64.0	M	40.0	
SKT0876	Y	N	2014	5	12	4	0	Y	62.0	F	40.0	error
SKT0857	Y	N	2014	5	12	4	0	Y	66.0	M	40.0	
SKT0647	Y	N	2014	5	14	5	30	N	46.0	M	27.5	
SKT0693	Y	N	2014	5	14	5	30	N	46.0	F	28.0	
SKT0668	Y	N	2014	5	14	5	30	N	48.0	F	29.0	
SKT0679	Y	N	2014	5	14	5	30	N	53.0	F	32.5	
SKT0683	Y	N	2014	5	14	5	30	N	56.0	M	33.0	
SKT0676	Y	N	2014	5	14	5	30	N	57.0	F	34.0	
SKT0622	Y	N	2014	5	14	5	30	N	54.0	F	36.0	
SKT0665	Y	N	2014	5	14	5	30	N	60.0	F	36.0	
SKT0649	Y	N	2014	5	14	5	30	N	62.0	M	37.5	
SKT0623	Y	N	2014	5	14	5	30	N	65.0	F	39.0	
SKT0624	Y	N	2014	5	14	5	30	N	64.0	F	42.0	
SKT0657	Y	N	2014	5	14	5	30	Y	43.0	F	25.0	
SKT0651	Y	N	2014	5	14	5	30	Y	49.0	M	30.0	
SKT0619	Y	N	2014	5	14	5	30	Y	50.0	F	30.0	
SKT0641	Y	N	2014	5	14	5	30	Y	54.0	F	30.0	
SKT0664	Y	N	2014	5	14	5	30	Y	56.0	F	30.0	
SKT0694	Y	N	2014	5	14	5	30	Y	54.0	F	30.0	
SKT0621	Y	N	2014	5	14	5	30	Y	58.0	F	35.0	
SKT0612	Y	N	2014	5	14	5	30	Y	56.0	F	35.0	
SKT0874	Y	N	2014	5	14	5	30	Y	56.0	F	35.0	
SKT0660	Y	N	2014	5	14	5	30	Y	57.0	M	35.0	
SKT0662	Y	N	2014	5	14	5	30	Y	58.0	M	35.0	
SKT0643	Y	N	2014	5	14	5	30	Y	57.0	M	35.0	
SKT0926	Y	N	2014	5	14	5	30	Y	60.0	M	35.0	
SKT0650	Y	N	2014	5	14	5	30	Y	60.0	M	35.0	
SKT0655	Y	N	2014	5	14	5	30	Y	65.0	M	40.0	
SKT0937	Y	N	2014	5	14	5	30	Y	62.0	F	40.0	
SKT0933	Y	N	2014	5	14	5	30	Y	67.0	F	40.0	
SKT0630	Y	N	2014	5	14	5	30	Y	66.0	F	40.0	
SKT0602	Y	N	2014	5	14	5	30	Y	66.0	M	40.0	
SKT0608	Y	N	2014	5	14	5	30	Y	66.0	F	40.0	
SKT0654	Y	N	2014	5	14	5	30	Y	64.0	F	40.0	
SKT0680	Y	N	2014	5	14	18	0	N	53.0	M	32.0	
SKT0847	Y	N	2014	5	14	18	0	N	54.0	F	34.0	
SKT0845	Y	N	2014	5	14	18	0	N	61.0	M	37.0	
SKT0849	Y	N	2014	5	14	18	0	Y	47.0	M	30.0	
SKT0846	Y	N	2014	5	14	18	0	Y	65.0	M	40.0	
SKT0615	Y	N	2014	5	15	6	0	N	44.0	M	28.0	
SKT0606	Y	N	2014	5	15	6	0	N	46.0	F	29.0	
SKT0603	Y	N	2014	5	15	6	0	N	49.0	M	31.0	
SKT0609	Y	N	2014	5	15	6	0	N	51.0	M	31.0	
SKT0812	Y	N	2014	5	15	6	0	N	51.5	M	32.5	
SKT0656	Y	N	2014	5	15	6	0	N	58.0	M	35.5	
SKT0671	Y	N	2014	5	15	6	0	N	58.0	M	37.0	
SKT0850	Y	N	2014	5	15	6	0	N	62.0	M	38.0	
SKT0604	Y	N	2014	5	15	6	0	N	65.0	F	39.0	
SKT0811	Y	N	2014	5	15	6	0	N	62.0	M	40.0	error
SKT0816	Y	N	2014	5	15	6	0	N	66.0	F	44.0	
SKT0648	Y	N	2014	5	15	6	0	Y	41.0	M	25.0	
SKT0674	Y	N	2014	5	15	6	0	Y	50.0	M	30.0	
SKT0689	Y	N	2014	5	15	6	0	Y	50.0	F	30.0	
SKT0638	Y	N	2014	5	15	6	0	Y	48.0	M	30.0	
SKT0684	Y	N	2014	5	15	6	0	Y	52.0	F	30.0	
SKT0687	Y	N	2014	5	15	6	0	Y	57.0	M	35.0	
SKT0635	Y	N	2014	5	15	6	0	Y	58.0	M	35.0	
SKT0873	Y	N	2014	5	15	6	0	Y	59.5	F	35.0	
SKT0629	Y	N	2014	5	15	6	0	Y	58.0	F	35.0	
SKT0626	Y	N	2014	5	15	6	0	Y	64.5	F	35.0	
SKT0653	Y	N	2014	5	15	6	0	Y	64.0	F	35.0	
SKT0644	Y	N	2014	5	15	6	0	Y	62.0	M	35.0	
SKT0678	Y	N	2014	5	15	6	0	Y	64.0	M	35.0	
SKT0692	Y	N	2014	5	15	6	0	Y	67.0	M	40.0	
SKT0632	Y	N	2014	5	15	6	0	Y	65.0	M	40.0	
SKT0699	Y	N	2014	5	15	6	0	Y	63.5	M	40.0	
SKT0695	Y	N	2014	5	15	18	30	N	42.5	F	26.0	
SKT0603	N	N	2014	5	15	18	30	N	51.0	F	31.5	
SKT0628	Y	N	2014	5	15	18	30	N	64.0	F	39.0	
SKT0644	N	N	2014	5	15	18	30	N	61.0	M	39.0	
SKT0805	Y	N	2014	5	16	7	0	N	45.0	F	27.0	
SKT0804	Y	N	2014	5	16	7	0	N	45.0	F	28.0	
SKT0819	Y	N	2014	5	16	7	0	N	46.0	M	28.5	
SKT0824	Y	N	2014	5	16	7	0	N	47.0	F	30.0	
SKT0825	Y	N	2014	5	16	7	0	N	51.5	F	30.0	
SKT0885	Y	N	2014	5	16	7	0	N	51.0	F	30.5	
SKT0879	Y	N	2014	5	16	7	0	N	48.5	M	31.5	
SKT0818	Y	N	2014	5	16	7	0	N	56.0	F	32.5	
SKT0822	Y	N	2014	5	16	7	0	N	52.0	M	33.0	
SKT0803	Y	N	2014	5	16	7	0	N	53.0	F	34.0	
SKT0801	Y	N	2014	5	16	7	0	N	59.0	F	34.5	
SKT0823	Y	N	2014	5	16	7	0	N	56.0	F	35.5	
SKT0882	Y	N	2014	5	16	7	0	N	58.5	F	36.0	
SKT0802	Y	N	2014	5	16	7	0	N	61.0	F	36.5	
SKT0813	Y	N	2014	5	16	7	0	N	60.0	F	37.0	
SKT0898	Y	N	2014	5	16	7	0	N	58.0	F	37.0	
SKT0817	Y	N	2014	5	16	7	0	N	61.0	M	37.0	
